Mod:Item:MetaData, Localized Name
thebetweenlands:aspectrus_seeds, Aspectrus Seeds
thebetweenlands:mire_snail_egg, Mire Snail Egg
thebetweenlands:mire_snail_egg_cooked, Cooked Mire Snail Egg
thebetweenlands:angler_meat_raw, Raw Angler Meat
thebetweenlands:angler_meat_cooked, Angler Meat Steak
thebetweenlands:frog_legs_raw, Raw Frog's Leg
thebetweenlands:frog_legs_cooked, Fried Frog's Leg
thebetweenlands:snail_flesh_raw, Raw Snail Flesh
thebetweenlands:snail_flesh_cooked, Seared Snail Flesh
thebetweenlands:reed_donut, Reed Donut
thebetweenlands:jam_donut, Jam Donut
thebetweenlands:gerts_donut, Gert's Donut
thebetweenlands:aspectrus_fruit, Aspectrus Fruit
thebetweenlands:puffshroom_tendril, Puffshroom Tendril
thebetweenlands:kraken_tentacle, Kraken Tentacle
thebetweenlands:kraken_calamari, Kraken Calamari
thebetweenlands:middle_fruit, White Pear
thebetweenlands:mince_pie, Mince Pie
thebetweenlands:christmas_pudding, Christmas Pudding
thebetweenlands:candy_cane, Candy Cane
thebetweenlands:weeping_blue_petal, Weeping Blue Petal
thebetweenlands:wight_heart, Wight's Heart
thebetweenlands:yellow_dotted_fungus, Yellow Dotted Fungus
thebetweenlands:silt_crab_claw, Silt Crab Claw
thebetweenlands:crab_stick, Crabstick
thebetweenlands:nettle_soup, Nettle Soup
thebetweenlands:sludge_jello, Sludge Jello
thebetweenlands:middle_fruit_jello, White Pear Jello
thebetweenlands:sap_jello, Sap Jello
thebetweenlands:marshmallow, Green Marshmallow
thebetweenlands:marshmallow_pink, Pink Marshmallow
thebetweenlands:flat_head_mushroom_item, Flathead Mushroom
thebetweenlands:black_hat_mushroom_item, Black Hat Mushroom
thebetweenlands:bulb_capped_mushroom_item, Bulb-Capped Mushrooms
thebetweenlands:swamp_reed_item, Swamp Reed
thebetweenlands:swamp_kelp_item, Swamp Kelp
thebetweenlands:fried_swamp_kelp, Fried Swamp Kelp
thebetweenlands:forbidden_fig, Forbidden Fig
thebetweenlands:candy_blue, Blue Candy
thebetweenlands:candy_red, Red Candy
thebetweenlands:candy_yellow, Yellow Candy
thebetweenlands:chiromaw_wing, Chiromaw Wing
thebetweenlands:tangled_root, Tangled Root
thebetweenlands:mire_scramble, Mire Scramble
thebetweenlands:weeping_blue_petal_salad, Weeping Blue Petal Salad
thebetweenlands:nibblestick, Nibblestick
thebetweenlands:spirit_fruit, Spirit Fruit
thebetweenlands:sushi, Sushi
thebetweenlands:bone_helmet, Bone Helmet
thebetweenlands:bone_chestplate, Bone Chestplate
thebetweenlands:bone_leggings, Bone Leggings
thebetweenlands:bone_boots, Bone Boots
thebetweenlands:lurker_skin_helmet, Lurker Skin Helmet
thebetweenlands:lurker_skin_chestplate, Lurker Skin Chestplate
thebetweenlands:lurker_skin_leggings, Lurker Skin Leggings
thebetweenlands:lurker_skin_boots, Lurker Skin Boots
thebetweenlands:syrmorite_helmet, Syrmorite Helmet
thebetweenlands:syrmorite_chestplate, Syrmorite Chestplate
thebetweenlands:syrmorite_leggings, Syrmorite Leggings
thebetweenlands:syrmorite_boots, Syrmorite Boots
thebetweenlands:valonite_helmet, Valonite Helmet
thebetweenlands:valonite_chestplate, Valonite Chestplate
thebetweenlands:valonite_leggings, Valonite Leggings
thebetweenlands:valonite_boots, Valonite Boots
thebetweenlands:ancient_helmet, Ancient Helmet
thebetweenlands:ancient_chestplate, Ancient Chestplate
thebetweenlands:ancient_leggings, Ancient Leggings
thebetweenlands:ancient_boots, Ancient Boots
thebetweenlands:rubber_boots, Rubber Boots
thebetweenlands:marsh_runner_boots, Boots of the Marsh Runner
thebetweenlands:skull_mask, Skull Mask
thebetweenlands:explorers_hat, Explorer's Hat
thebetweenlands:spirit_tree_face_large_mask, Large Spirit Tree Face Mask
thebetweenlands:spirit_tree_face_small_mask, Small Spirit Tree Face Mask
thebetweenlands:spirit_tree_face_small_mask_animated, Small Animated Spirit Tree Face Mask
thebetweenlands:gallery_frame_small, Small Gallery Frame
thebetweenlands:gallery_frame_large, Large Gallery Frame
thebetweenlands:gallery_frame_very_large, Very Large Gallery Frame
thebetweenlands:weedwood_sword, Weedwood Sword
thebetweenlands:weedwood_shovel, Weedwood Shovel
thebetweenlands:weedwood_axe, Weedwood Axe
thebetweenlands:weedwood_pickaxe, Weedwood Pickaxe
thebetweenlands:bone_sword, Bone Sword
thebetweenlands:bone_shovel, Bone Shovel
thebetweenlands:bone_axe, Bone Axe
thebetweenlands:bone_pickaxe, Bone Pickaxe
thebetweenlands:octine_sword, Octine Sword
thebetweenlands:octine_shovel, Octine Shovel
thebetweenlands:octine_axe, Octine Axe
thebetweenlands:octine_pickaxe, Octine Pickaxe
thebetweenlands:valonite_sword, Valonite Sword
thebetweenlands:valonite_shovel, Valonite Shovel
thebetweenlands:valonite_axe, Valonite Axe
thebetweenlands:valonite_greataxe, Valonite Greataxe
thebetweenlands:valonite_pickaxe, Valonite Pickaxe
thebetweenlands:octine_shield, Octine Shield
thebetweenlands:valonite_shield, Valonite Shield
thebetweenlands:weedwood_shield, Weedwood Shield
thebetweenlands:living_weedwood_shield, Living Weedwood Shield
thebetweenlands:syrmorite_shield, Syrmorite Shield
thebetweenlands:bone_shield, Bone Shield
thebetweenlands:dentrothyst_shield_green, Green Dentrothyst Shield
thebetweenlands:dentrothyst_shield_green_polished, Green Polished Dentrothyst Shield
thebetweenlands:dentrothyst_shield_orange, Orange Dentrothyst Shield
thebetweenlands:dentrothyst_shield_orange_polished, Orange Polished Dentrothyst Shield
thebetweenlands:lurker_skin_shield, Lurker Skin Shield
thebetweenlands:manual_hl, Herblore Book
thebetweenlands:syrmorite_shears, Syrmorite Shears
thebetweenlands:sickle, Sickle
thebetweenlands:shockwave_sword, Shockwave Sword
thebetweenlands:angler_tooth_arrow, Angler Tooth Arrow
thebetweenlands:poisoned_angler_tooth_arrow, Poisoned Angler Tooth Arrow
thebetweenlands:octine_arrow, Octine Arrow
thebetweenlands:basilisk_arrow, Basilisk Arrow
thebetweenlands:sludge_worm_arrow, Sludge Worm Arrow
thebetweenlands:shock_arrow, Shock Arrow
thebetweenlands:chiromaw_barb, Chiromaw Barb
thebetweenlands:weedwood_bow, Weedwood Bow
thebetweenlands:predator_bow, Predator Bow
thebetweenlands:wights_bane, Wight's Bane
thebetweenlands:sludge_slicer, Sludge Slicer
thebetweenlands:critter_cruncher, Critter Cruncher
thebetweenlands:hag_hacker, Hag Hacker
thebetweenlands:voodoo_doll, Voodoo Doll
thebetweenlands:swift_pick, Swift Pick
thebetweenlands:ancient_greatsword, Ancient Greatsword
thebetweenlands:ancient_battle_axe, Ancient Battle Axe
thebetweenlands:pestle, Pestle
thebetweenlands:net, Net
thebetweenlands:lurker_skin_pouch, Lurker Skin Pouch
thebetweenlands:caving_rope, Caving Rope
thebetweenlands:grappling_hook, Grappling Hook
thebetweenlands:volarkite, Volarkite
thebetweenlands:simple_slingshot, Simple Slingshot
thebetweenlands:chirobarb_erupter, Chirobarb Erupter
thebetweenlands:chirobarb_shock_erupter, Chirobarb Shock Erupter
thebetweenlands:bl_bucket:0, Weedwood Bucket
thebetweenlands:bl_bucket:1, Syrmorite Bucket
thebetweenlands:bl_bucket_rubber:0, Weedwood Bucket (§fRubber§f)
thebetweenlands:bl_bucket_rubber:1, Syrmorite Bucket (§fRubber§f)
thebetweenlands:bl_bucket_infusion:0, Weedwood Infusion Bucket
thebetweenlands:bl_bucket_plant_tonic:0, Plant Tonic
thebetweenlands:bl_bucket_plant_tonic:1, Plant Tonic
thebetweenlands:syrmorite_bucket_solid_rubber, Syrmorite Bucket with Solid Rubber
thebetweenlands:astatos, Legendary Disc
thebetweenlands:between_you_and_me, Tribeman's Disc
thebetweenlands:christmas_on_the_marsh, Frosty Disc
thebetweenlands:the_explorer, Explorer's Disc
thebetweenlands:hag_dance, Music Disc
thebetweenlands:lonely_fire, Music Disc
thebetweenlands:mysterious_record, Mysterious Disc
thebetweenlands:ancient, Temple Disc
thebetweenlands:beneath_a_green_sky, Music Disc
thebetweenlands:dj_wights_mixtape, DJ Wight's Hot New Mixtape
thebetweenlands:onwards, Music Disc
thebetweenlands:stuck_in_the_mud, Music Disc
thebetweenlands:wandering_wisps, Music Disc
thebetweenlands:waterlogged, Music Disc
thebetweenlands:weedwood_door_item, Weedwood Door
thebetweenlands:syrmorite_door_item, Syrmorite Door
thebetweenlands:rubber_tree_plank_door_item, Rubber Tree Plank Door
thebetweenlands:giant_root_plank_door_item, Giant Root Plank Door
thebetweenlands:hearthgrove_plank_door_item, Hearthgrove Plank Door
thebetweenlands:nibbletwig_plank_door_item, Nibbletwig Plank Door
thebetweenlands:scabyst_door_item, Scabyst Door
thebetweenlands:weedwood_sign_item, Weedwood Sign
thebetweenlands:crimson_middle_gem, Crimson Middle Gem
thebetweenlands:aqua_middle_gem, Aqua Middle Gem
thebetweenlands:green_middle_gem, Green Middle Gem
thebetweenlands:life_crystal, Life Crystal
thebetweenlands:life_crystal_fragment, Life Crystal Fragment
thebetweenlands:test_item, Test Item
thebetweenlands:test_item_chimp, Test Banana
thebetweenlands:test_item_chimp_ruler, Test Ruler
thebetweenlands:location_debug, Location Debug
thebetweenlands:pyrad_flame, Pyrad Flame
thebetweenlands:critter, item.thebetweenlands.critter.name
thebetweenlands:sludge_worm_egg_sac, Sludge Worm Egg Sac
thebetweenlands:chiromaw_egg, Chiromaw Hatchling
thebetweenlands:chiromaw_egg_lightning, Lightning Chiromaw Hatchling
thebetweenlands:chiromaw_tame, Tamed Chiromaw
thebetweenlands:chiromaw_tame_lightning, Tamed Lightning Chiromaw
thebetweenlands:shimmer_stone, Shimmerstone
thebetweenlands:tarminion, Tarminion
thebetweenlands:moss_bed_item, Moss Bed
thebetweenlands:sludge_ball, Sludge Ball
thebetweenlands:elixir:0, Elixir of Strength
thebetweenlands:elixir:0, Elixir of Strength
thebetweenlands:elixir:1, Elixir of Strength
thebetweenlands:elixir:1, Elixir of Strength
thebetweenlands:elixir:2, Nimblefeet Elixir
thebetweenlands:elixir:2, Nimblefeet Elixir
thebetweenlands:elixir:3, Nimblefeet Elixir
thebetweenlands:elixir:3, Nimblefeet Elixir
thebetweenlands:elixir:4, Elixir of Healing
thebetweenlands:elixir:4, Elixir of Healing
thebetweenlands:elixir:5, Elixir of Healing
thebetweenlands:elixir:5, Elixir of Healing
thebetweenlands:elixir:6, Elixir of Ripening
thebetweenlands:elixir:6, Elixir of Ripening
thebetweenlands:elixir:7, Elixir of Ripening
thebetweenlands:elixir:7, Elixir of Ripening
thebetweenlands:elixir:8, Toughskin Elixir
thebetweenlands:elixir:8, Toughskin Elixir
thebetweenlands:elixir:9, Toughskin Elixir
thebetweenlands:elixir:9, Toughskin Elixir
thebetweenlands:elixir:10, Elixir of Feasting
thebetweenlands:elixir:10, Elixir of Feasting
thebetweenlands:elixir:11, Elixir of Feasting
thebetweenlands:elixir:11, Elixir of Feasting
thebetweenlands:elixir:12, Hunter's Sense Brew
thebetweenlands:elixir:12, Hunter's Sense Brew
thebetweenlands:elixir:13, Hunter's Sense Brew
thebetweenlands:elixir:13, Hunter's Sense Brew
thebetweenlands:elixir:14, Masking Brew
thebetweenlands:elixir:14, Masking Brew
thebetweenlands:elixir:15, Masking Brew
thebetweenlands:elixir:15, Masking Brew
thebetweenlands:elixir:16, Swiftarm Brew
thebetweenlands:elixir:16, Swiftarm Brew
thebetweenlands:elixir:17, Swiftarm Brew
thebetweenlands:elixir:17, Swiftarm Brew
thebetweenlands:elixir:18, Brew of the Cat's Eye
thebetweenlands:elixir:18, Brew of the Cat's Eye
thebetweenlands:elixir:19, Brew of the Cat's Eye
thebetweenlands:elixir:19, Brew of the Cat's Eye
thebetweenlands:elixir:20, Draught of Sagittarius
thebetweenlands:elixir:20, Draught of Sagittarius
thebetweenlands:elixir:21, Draught of Sagittarius
thebetweenlands:elixir:21, Draught of Sagittarius
thebetweenlands:elixir:22, Spiderbreed Draught
thebetweenlands:elixir:22, Spiderbreed Draught
thebetweenlands:elixir:23, Spiderbreed Draught
thebetweenlands:elixir:23, Spiderbreed Draught
thebetweenlands:elixir:24, Lightweight Draught
thebetweenlands:elixir:24, Lightweight Draught
thebetweenlands:elixir:25, Lightweight Draught
thebetweenlands:elixir:25, Lightweight Draught
thebetweenlands:elixir:26, Draught of the Unclouded
thebetweenlands:elixir:26, Draught of the Unclouded
thebetweenlands:elixir:27, Draught of the Unclouded
thebetweenlands:elixir:27, Draught of the Unclouded
thebetweenlands:elixir:34, Elixir of Weakness
thebetweenlands:elixir:34, Elixir of Weakness
thebetweenlands:elixir:35, Elixir of Weakness
thebetweenlands:elixir:35, Elixir of Weakness
thebetweenlands:elixir:36, Lumbering Elixir
thebetweenlands:elixir:36, Lumbering Elixir
thebetweenlands:elixir:37, Lumbering Elixir
thebetweenlands:elixir:37, Lumbering Elixir
thebetweenlands:elixir:38, Elixir of Draining
thebetweenlands:elixir:38, Elixir of Draining
thebetweenlands:elixir:39, Elixir of Draining
thebetweenlands:elixir:39, Elixir of Draining
thebetweenlands:elixir:40, Elixir of Decay
thebetweenlands:elixir:40, Elixir of Decay
thebetweenlands:elixir:41, Elixir of Decay
thebetweenlands:elixir:41, Elixir of Decay
thebetweenlands:elixir:42, Poisonsting Elixir
thebetweenlands:elixir:42, Poisonsting Elixir
thebetweenlands:elixir:43, Poisonsting Elixir
thebetweenlands:elixir:43, Poisonsting Elixir
thebetweenlands:elixir:44, Elixir of Starvation
thebetweenlands:elixir:44, Elixir of Starvation
thebetweenlands:elixir:45, Elixir of Starvation
thebetweenlands:elixir:45, Elixir of Starvation
thebetweenlands:elixir:46, Drunkard's Brew
thebetweenlands:elixir:46, Drunkard's Brew
thebetweenlands:elixir:47, Drunkard's Brew
thebetweenlands:elixir:47, Drunkard's Brew
thebetweenlands:elixir:48, Stenching Brew
thebetweenlands:elixir:48, Stenching Brew
thebetweenlands:elixir:49, Stenching Brew
thebetweenlands:elixir:49, Stenching Brew
thebetweenlands:elixir:50, Slugarm Brew
thebetweenlands:elixir:50, Slugarm Brew
thebetweenlands:elixir:51, Slugarm Brew
thebetweenlands:elixir:51, Slugarm Brew
thebetweenlands:elixir:52, Blindman's Brew
thebetweenlands:elixir:52, Blindman's Brew
thebetweenlands:elixir:53, Blindman's Brew
thebetweenlands:elixir:53, Blindman's Brew
thebetweenlands:elixir:54, Weakbow Draught
thebetweenlands:elixir:54, Weakbow Draught
thebetweenlands:elixir:55, Weakbow Draught
thebetweenlands:elixir:55, Weakbow Draught
thebetweenlands:elixir:56, Basilisk Draught
thebetweenlands:elixir:56, Basilisk Draught
thebetweenlands:elixir:57, Basilisk Draught
thebetweenlands:elixir:57, Basilisk Draught
thebetweenlands:elixir:58, Heavyweight Draught
thebetweenlands:elixir:58, Heavyweight Draught
thebetweenlands:elixir:59, Heavyweight Draught
thebetweenlands:elixir:59, Heavyweight Draught
thebetweenlands:elixir:60, Draught of the Fogged Mind
thebetweenlands:elixir:60, Draught of the Fogged Mind
thebetweenlands:elixir:61, Draught of the Fogged Mind
thebetweenlands:elixir:61, Draught of the Fogged Mind
thebetweenlands:dentrothyst_vial:0, Green Dentrothyst Vial
thebetweenlands:dentrothyst_vial:1, Dirty Dentrothyst Vial
thebetweenlands:dentrothyst_vial:2, Orange Dentrothyst Vial
thebetweenlands:dentrothyst_fluid_vial:0, Bottled Fog
thebetweenlands:dentrothyst_fluid_vial:0, Bottled Shallowbreath
thebetweenlands:dentrothyst_fluid_vial:1, Bottled Fog
thebetweenlands:dentrothyst_fluid_vial:1, Bottled Shallowbreath
thebetweenlands:aspect_vial:0, Green Dentrothyst Aspect Vial
thebetweenlands:aspect_vial:1, Orange Dentrothyst Aspect Vial
thebetweenlands:aspect_vial:0, Azuwynn (2)
thebetweenlands:aspect_vial:1, Azuwynn (2)
thebetweenlands:aspect_vial:0, Armaniis (2)
thebetweenlands:aspect_vial:1, Armaniis (2)
thebetweenlands:aspect_vial:0, Byariis (2)
thebetweenlands:aspect_vial:1, Byariis (2)
thebetweenlands:aspect_vial:0, Byrginaz (2)
thebetweenlands:aspect_vial:1, Byrginaz (2)
thebetweenlands:aspect_vial:0, Celawynn (2)
thebetweenlands:aspect_vial:1, Celawynn (2)
thebetweenlands:aspect_vial:0, Dayuniis (2)
thebetweenlands:aspect_vial:1, Dayuniis (2)
thebetweenlands:aspect_vial:0, Fergalaz (2)
thebetweenlands:aspect_vial:1, Fergalaz (2)
thebetweenlands:aspect_vial:0, Firnalaz (2)
thebetweenlands:aspect_vial:1, Firnalaz (2)
thebetweenlands:aspect_vial:0, Freiwynn (2)
thebetweenlands:aspect_vial:1, Freiwynn (2)
thebetweenlands:aspect_vial:0, Geoliirgaz (2)
thebetweenlands:aspect_vial:1, Geoliirgaz (2)
thebetweenlands:aspect_vial:0, Ordaniis (2)
thebetweenlands:aspect_vial:1, Ordaniis (2)
thebetweenlands:aspect_vial:0, Yeowynn (2)
thebetweenlands:aspect_vial:1, Yeowynn (2)
thebetweenlands:aspect_vial:0, Yunugaz (2)
thebetweenlands:aspect_vial:1, Yunugaz (2)
thebetweenlands:aspect_vial:0, Yihinren (2)
thebetweenlands:aspect_vial:1, Yihinren (2)
thebetweenlands:aspect_vial:0, Wodren (2)
thebetweenlands:aspect_vial:1, Wodren (2)
thebetweenlands:aspect_vial:0, Uduriis (2)
thebetweenlands:aspect_vial:1, Uduriis (2)
thebetweenlands:glue, item.thebetweenlands.glue.name
thebetweenlands:amulet, Amulet
thebetweenlands:amulet_slot, Amulet Slot
thebetweenlands:rope_item, Climbing Rope
thebetweenlands:ring_of_power, Ring of Power
thebetweenlands:ring_of_flight, Ring of Ascent
thebetweenlands:ring_of_recruitment, Ring of Recruitment
thebetweenlands:ring_of_summoning, Ring of Summoning
thebetweenlands:ring_of_dispersion, Ring of Dispersion
thebetweenlands:ring_of_gathering, Ring of Gathering
thebetweenlands:angry_pebble, Angry Pebble
thebetweenlands:lore_scrap, item.thebetweenlands.lore_scrap.name
thebetweenlands:tainted_potion, Tainted Potion (%s)
thebetweenlands:octine_ingot, Octine Ingot
thebetweenlands:mummy_bait, Mummy Bait
thebetweenlands:sap_spit, Sap Spit
thebetweenlands:bark_amulet, Bark Amulet
thebetweenlands:empty_amate_map, Empty Amate Map
thebetweenlands:amate_map:0, Amate Map
thebetweenlands:bone_wayfinder, Bone Wayfinder
thebetweenlands:magic_item_magnet, Magic Item Magnet
thebetweenlands:gem_singer, Gem Singer
thebetweenlands:shambler_tongue, Shambler Tongue
thebetweenlands:rune_door_key, Rune Door Key
thebetweenlands:lurker_skin_patch, Lurker Skin Patch
thebetweenlands:draeton_balloon, Draeton Balloon
thebetweenlands:draeton_burner, Draeton Burner
thebetweenlands:draeton, Draeton
thebetweenlands:draeton_upgrade_furnace, Draeton Furnace Upgrade
thebetweenlands:draeton_upgrade_anchor, Draeton Anchor Upgrade
thebetweenlands:draeton_upgrade_crafting, Draeton Crafting Upgrade
thebetweenlands:weedwood_rowboat_upgrade_lantern, Weedwood Rowboat Lantern Upgrade
blockcraftery:editable_block, Framed Block
blockcraftery:editable_stairs, Framed Stairs
blockcraftery:editable_slab, Framed Slab
blockcraftery:editable_slant, Framed Slant
blockcraftery:editable_outer_corner, Framed Outer Corner
blockcraftery:editable_inner_corner, Framed Inner Corner
blockcraftery:editable_wall, Framed Wall
blockcraftery:editable_fence, Framed Fence
blockcraftery:editable_block_reinforced, Reinforced Framed Block
blockcraftery:editable_stairs_reinforced, Reinforced Framed Stairs
blockcraftery:editable_slab_reinforced, Reinforced Framed Slab
blockcraftery:editable_slant_reinforced, Reinforced Framed Slant
blockcraftery:editable_outer_corner_reinforced, Reinforced Framed Outer Corner
blockcraftery:editable_inner_corner_reinforced, Reinforced Framed Inner Corner
blockcraftery:editable_wall_reinforced, Reinforced Framed Wall
blockcraftery:editable_fence_reinforced, Reinforced Framed Fence
blockcraftery:editable_trap_door, Framed Trapdoor
blockcraftery:editable_trap_door_reinforced, Reinforced Framed Trapdoor
blockcraftery:editable_door, Framed Door
